plz	ort	landkreis	bundesland
55127	Mainz		Rheinland-Pfalz
55128	Mainz		Rheinland-Pfalz
55129	Mainz		Rheinland-Pfalz
55130	Mainz		Rheinland-Pfalz
55131	Mainz		Rheinland-Pfalz
82216	Maisach	Landkreis Fürstenfeldbruck	Bayern
56291	Maisborn	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
83558	Maitenbeth	Landkreis Mühldorf am Inn	Bayern
55481	Maitzborn	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
57629	Malberg	Landkreis Altenkirchen	Rheinland-Pfalz
54655	Malberg	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
54655	Malbergweich	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
54426	Malborn	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
17139	Malchin	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
94094	Malching	Landkreis Passau	Bayern
17213	Malchow	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
23714	Malente	Kreis Ostholstein	Schleswig-Holstein
84333	Malgersdorf	Landkreis Rottal-Inn	Bayern
19294	Malk Göhren	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
84066	Mallersdorf-Pfaffenberg	Landkreis Straubing-Bogen	Bayern
19294	Malliß	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
79429	Malsburg-Marzell	Landkreis Lörrach	Baden-Württemberg
69254	Malsch	Rhein-Neckar-Kreis	Baden-Württemberg
76316	Malsch	Landkreis Karlsruhe	Baden-Württemberg
02694	Malschwitz - Malešecy	Landkreis Bautzen	Sachsen
34323	Malsfeld	Schwalm-Eder-Kreis	Hessen
79364	Malterdingen	Landkreis Emmendingen	Baden-Württemberg
57636	Mammelzen	Landkreis Altenkirchen	Rheinland-Pfalz
82291	Mammendorf	Landkreis Fürstenfeldbruck	Bayern
94437	Mamming	Landkreis Dingolfing-Landau	Bayern
85077	Manching	Landkreis Pfaffenhofen an der Ilm	Bayern
55595	Mandel	Landkreis Bad Kreuznach	Rheinland-Pfalz
66399	Mandelbachtal	Saarpfalz-Kreis	Saarland
54429	Mandern	Landkreis Trier-Saarburg	Rheinland-Pfalz
54649	Manderscheid	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
54531	Manderscheid	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
23738	Manhagen	Kreis Ostholstein	Schleswig-Holstein
56769	Mannebach	Landkreis Vulkaneifel	Rheinland-Pfalz
54441	Mannebach	Landkreis Trier-Saarburg	Rheinland-Pfalz
68159	Mannheim		Baden-Württemberg
68161	Mannheim		Baden-Württemberg
68163	Mannheim		Baden-Württemberg
68165	Mannheim		Baden-Württemberg
68167	Mannheim		Baden-Württemberg
68169	Mannheim		Baden-Württemberg
68199	Mannheim		Baden-Württemberg
68219	Mannheim		Baden-Württemberg
68229	Mannheim		Baden-Württemberg
68239	Mannheim		Baden-Württemberg
68259	Mannheim		Baden-Württemberg
68305	Mannheim		Baden-Württemberg
68307	Mannheim		Baden-Württemberg
68309	Mannheim		Baden-Württemberg
67822	Mannweiler-Cölln	Donnersbergkreis	Rheinland-Pfalz
06343	Mansfeld	Landkreis Mansfeld-Südharz	Sachsen-Anhalt
92708	Mantel	Landkreis Neustadt an der Waldnaab	Bayern
55413	Manubach	Landkreis Mainz-Bingen	Rheinland-Pfalz
71672	Marbach am Neckar	Landkreis Ludwigsburg	Baden-Württemberg
71711	Marbach am Neckar	Landkreis Ludwigsburg	Baden-Württemberg
35037	Marburg	Landkreis Marburg-Biedenkopf	Hessen
35039	Marburg	Landkreis Marburg-Biedenkopf	Hessen
35041	Marburg	Landkreis Marburg-Biedenkopf	Hessen
35043	Marburg	Landkreis Marburg-Biedenkopf	Hessen
35094	Marburg	Landkreis Marburg-Biedenkopf	Hessen
79232	March	Landkreis Breisgau-Hochschwarzwald	Baden-Württemberg
97276	Margetshöchheim	Landkreis Würzburg	Bayern
94553	Mariaposching	Landkreis Straubing-Bogen	Bayern
09496	Marienberg	Erzgebirgskreis	Sachsen
56357	Marienfels	Rhein-Lahn-Kreis	Rheinland-Pfalz
16945	Marienfließ	Landkreis Prignitz	Brandenburg
26529	Marienhafe	Landkreis Aurich	Niedersachsen
56269	Marienhausen	Landkreis Neuwied	Rheinland-Pfalz
51709	Marienheide	Oberbergischer Kreis	Nordrhein-Westfalen
37696	Marienmünster	Kreis Höxter	Nordrhein-Westfalen
56242	Marienrachdorf	Westerwaldkreis	Rheinland-Pfalz
38368	Mariental	Landkreis Helmstedt	Niedersachsen
16348	Marienwerder	Landkreis Barnim	Brandenburg
54484	Maring-Noviand	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
98530	Marisfeld	Landkreis Hildburghausen	Thüringen
88677	Markdorf	Bodenseekreis	Baden-Württemberg
02829	Markersdorf	Landkreis Görlitz	Sachsen
71706	Markgröningen	Landkreis Ludwigsburg	Baden-Württemberg
15748	Märkisch Buchholz	Landkreis Dahme-Spreewald	Brandenburg
15913	Märkische Heide	Landkreis Dahme-Spreewald	Brandenburg
15377	Märkische Höhe	Landkreis Märkisch-Oderland	Brandenburg
16818	Märkisch Linden	Landkreis Ostprignitz-Ruppin	Brandenburg
14715	Märkisch Luch	Landkreis Havelland	Brandenburg
04416	Markkleeberg	Landkreis Leipzig	Sachsen
16278	Mark Landin	Landkreis Uckermark	Brandenburg
84163	Marklkofen	Landkreis Dingolfing-Landau	Bayern
31608	Marklohe	Landkreis Nienburg/Weser	Niedersachsen
08258	Markneukirchen	Vogtlandkreis	Sachsen
04420	Markranstädt	Landkreis Leipzig	Sachsen
91613	Marktbergel	Landkreis Neustadt an der Aisch-Bad Windsheim	Bayern
91801	Markt Berolzheim	Landkreis Weißenburg-Gunzenhausen	Bayern
91477	Markt Bibart	Landkreis Neustadt an der Aisch-Bad Windsheim	Bayern
97340	Marktbreit	Landkreis Kitzingen	Bayern
97348	Markt Einersheim	Landkreis Kitzingen	Bayern
91459	Markt Erlbach	Landkreis Neustadt an der Aisch-Bad Windsheim	Bayern
96257	Marktgraitz	Landkreis Lichtenfels	Bayern
97828	Marktheidenfeld	Landkreis Main-Spessart	Bayern
85229	Markt Indersdorf	Landkreis Dachau	Bayern
84533	Marktl	Landkreis Altötting	Bayern
95352	Marktleugast	Landkreis Kulmbach	Bayern
95168	Marktleuthen	Landkreis Wunsiedel im Fichtelgebirge	Bayern
91478	Markt Nordheim	Landkreis Neustadt an der Aisch-Bad Windsheim	Bayern
87616	Marktoberdorf	Landkreis Ostallgäu	Bayern
86748	Marktoffingen	Landkreis Donau-Ries	Bayern
95615	Marktredwitz	Landkreis Wunsiedel im Fichtelgebirge	Bayern
87733	Markt Rettenbach	Landkreis Unterallgäu	Bayern
96364	Marktrodach	Landkreis Kronach	Bayern
83487	Marktschellenberg	Landkreis Berchtesgadener Land	Bayern
95509	Marktschorgast	Landkreis Kulmbach	Bayern
85570	Markt Schwaben	Landkreis Ebersberg	Bayern
97342	Marktsteft	Landkreis Kitzingen	Bayern
91480	Markt Taschendorf	Landkreis Neustadt an der Aisch-Bad Windsheim	Bayern
86865	Markt Wald	Landkreis Unterallgäu	Bayern
96275	Marktzeuln	Landkreis Lichtenfels	Bayern
99195	Markvippach	Landkreis Sömmerda	Thüringen
45768	Marl	Kreis Recklinghausen	Nordrhein-Westfalen
45770	Marl	Kreis Recklinghausen	Nordrhein-Westfalen
45772	Marl	Kreis Recklinghausen	Nordrhein-Westfalen
49448	Marl	Landkreis Diepholz	Niedersachsen
91080	Marloffstein	Landkreis Erlangen-Höchstadt	Bayern
18337	Marlow	Landkreis Vorpommern-Rügen	Mecklenburg-Vorpommern
25709	Marne	Kreis Dithmarschen	Schleswig-Holstein
25709	Marnerdeich	Kreis Dithmarschen	Schleswig-Holstein
67297	Marnheim	Donnersbergkreis	Rheinland-Pfalz
96126	Maroldsweisach	Landkreis Haßberge	Bayern
99994	Marolterode	Unstrut-Hainich-Kreis	Thüringen
56271	Maroth	Westerwaldkreis	Rheinland-Pfalz
66646	Marpingen	Landkreis St. Wendel	Saarland
83250	Marquartstein	Landkreis Traunstein	Bayern
34431	Marsberg	Hochsauerlandkreis	Nordrhein-Westfalen
21436	Marschacht	Landkreis Harburg	Niedersachsen
24238	Martensrade	Kreis Plön	Schleswig-Holstein
27327	Martfeld	Landkreis Diepholz	Niedersachsen
37318	Marth	Landkreis Eichsfeld	Thüringen
98693	Martinroda	Ilm-Kreis	Thüringen
97340	Martinsheim	Landkreis Kitzingen	Bayern
66894	Martinshöhe	Landkreis Kaiserslautern	Rheinland-Pfalz
55627	Martinstein	Landkreis Bad Kreuznach	Rheinland-Pfalz
21439	Marxen	Landkreis Harburg	Niedersachsen
86688	Marxheim	Landkreis Donau-Ries	Bayern
76359	Marxzell	Landkreis Karlsruhe	Baden-Württemberg
57627	Marzhausen	Westerwaldkreis	Rheinland-Pfalz
85417	Marzling	Landkreis Freising	Bayern
56761	Masburg	Landkreis Cochem-Zell	Rheinland-Pfalz
88437	Maselheim	Landkreis Biberach	Baden-Württemberg
97711	Maßbach	Landkreis Bad Kissingen	Bayern
74252	Massenbachhausen	Landkreis Heilbronn	Baden-Württemberg
03238	Massen-Niederlausitz	Landkreis Elbe-Elster	Brandenburg
03246	Massen-Niederlausitz	Landkreis Elbe-Elster	Brandenburg
98666	Masserberg	Landkreis Hildburghausen	Thüringen
84323	Massing	Landkreis Rottal-Inn	Bayern
66506	Maßweiler	Landkreis Südwestpfalz	Rheinland-Pfalz
56869	Mastershausen	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
54597	Masthorn	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
66909	Matzenbach	Landkreis Kusel	Rheinland-Pfalz
54597	Matzerath	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
67294	Mauchenheim	Landkreis Alzey-Worms	Rheinland-Pfalz
57520	Mauden	Landkreis Altenkirchen	Rheinland-Pfalz
54649	Mauel	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
69256	Mauer	Rhein-Neckar-Kreis	Baden-Württemberg
85419	Mauern	Landkreis Freising	Bayern
87665	Mauerstetten	Landkreis Ostallgäu	Bayern
75433	Maulbronn	Enzkreis	Baden-Württemberg
79689	Maulburg	Landkreis Lörrach	Baden-Württemberg
66500	Mauschbach	Landkreis Südwestpfalz	Rheinland-Pfalz
94151	Mauth	Landkreis Freyung-Grafenau	Bayern
67133	Maxdorf	Rhein-Pfalz-Kreis	Rheinland-Pfalz
93142	Maxhütte-Haidhof	Landkreis Schwandorf	Bayern
56244	Maxsain	Westerwaldkreis	Rheinland-Pfalz
56727	Mayen	Landkreis Mayen-Koblenz	Rheinland-Pfalz
56729	Mayen	Landkreis Mayen-Koblenz	Rheinland-Pfalz
53508	Mayschoß	Landkreis Ahrweiler	Rheinland-Pfalz
99441	Mechelroda	Landkreis Weimarer Land	Thüringen
53894	Mechernich	Kreis Euskirchen	Nordrhein-Westfalen
23909	Mechow	Kreis Herzogtum Lauenburg	Schleswig-Holstein
21358	Mechtersen	Landkreis Lüneburg	Niedersachsen
54636	Meckel	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
55606	Meckenbach	Landkreis Bad Kreuznach	Rheinland-Pfalz
55767	Meckenbach	Landkreis Birkenfeld	Rheinland-Pfalz
88074	Meckenbeuren	Bodenseekreis	Baden-Württemberg
53340	Meckenheim	Rhein-Sieg-Kreis	Nordrhein-Westfalen
67149	Meckenheim	Landkreis Bad Dürkheim	Rheinland-Pfalz
74909	Meckesheim	Rhein-Neckar-Kreis	Baden-Württemberg
67744	Medard	Landkreis Kusel	Rheinland-Pfalz
55566	Meddersheim	Landkreis Bad Kreuznach	Rheinland-Pfalz
23847	Meddewade	Kreis Stormarn	Schleswig-Holstein
59964	Medebach	Hochsauerlandkreis	Nordrhein-Westfalen
24994	Medelby	Kreis Schleswig-Flensburg	Schleswig-Holstein
89441	Medlingen	Landkreis Dillingen an der Donau	Bayern
17391	Medow	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
96484	Meeder	Landkreis Coburg	Bayern
08393	Meerane	Landkreis Zwickau	Sachsen
31715	Meerbeck	Landkreis Schaumburg	Niedersachsen
40667	Meerbusch	Rhein-Kreis Neuss	Nordrhein-Westfalen
40668	Meerbusch	Rhein-Kreis Neuss	Nordrhein-Westfalen
40670	Meerbusch	Rhein-Kreis Neuss	Nordrhein-Westfalen
54531	Meerfeld	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
88709	Meersburg	Bodenseekreis	Baden-Württemberg
17111	Meesiger	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
24594	Meezen	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
86750	Megesheim	Landkreis Donau-Ries	Bayern
24799	Meggerdorf	Kreis Schleswig-Flensburg	Schleswig-Holstein
24861	Meggerdorf	Kreis Schleswig-Flensburg	Schleswig-Holstein
67735	Mehlbach	Landkreis Kaiserslautern	Rheinland-Pfalz
25588	Mehlbek	Kreis Steinburg	Schleswig-Holstein
67678	Mehlingen	Landkreis Kaiserslautern	Rheinland-Pfalz
95694	Mehlmeisel	Landkreis Bayreuth	Bayern
98634	Mehmels	Landkreis Schmalkalden-Meiningen	Thüringen
04626	Mehna	Landkreis Altenburger Land	Thüringen
57635	Mehren	Landkreis Altenkirchen	Rheinland-Pfalz
54552	Mehren	Landkreis Vulkaneifel	Rheinland-Pfalz
84561	Mehring	Landkreis Altötting	Bayern
54346	Mehring	Landkreis Trier-Saarburg	Rheinland-Pfalz
72537	Mehrstetten	Landkreis Reutlingen	Baden-Württemberg
17375	Meiersberg	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
56584	Meinborn	Landkreis Neuwied	Rheinland-Pfalz
38527	Meine	Landkreis Gifhorn	Niedersachsen
38536	Meinersen	Landkreis Gifhorn	Niedersachsen
58540	Meinerzhagen	Märkischer Kreis	Nordrhein-Westfalen
06721	Meineweh	Burgenlandkreis	Sachsen-Anhalt
37276	Meinhard	Werra-Meißner-Kreis	Hessen
91802	Meinheim	Landkreis Weißenburg-Gunzenhausen	Bayern
98617	Meiningen	Landkreis Schmalkalden-Meiningen	Thüringen
54570	Meisburg	Landkreis Vulkaneifel	Rheinland-Pfalz
55590	Meisenheim	Landkreis Bad Kreuznach	Rheinland-Pfalz
01662	Meißen	Landkreis Meißen	Sachsen
77974	Meißenheim	Ortenaukreis	Baden-Württemberg
37290	Meißner	Werra-Meißner-Kreis	Hessen
86405	Meitingen	Landkreis Augsburg	Bayern
21406	Melbeck	Landkreis Lüneburg	Niedersachsen
16230	Melchow	Landkreis Barnim	Brandenburg
25704	Meldorf	Kreis Dithmarschen	Schleswig-Holstein
49324	Melle	Landkreis Osnabrück	Niedersachsen
49326	Melle	Landkreis Osnabrück	Niedersachsen
49328	Melle	Landkreis Osnabrück	Niedersachsen
17429	Mellenthin	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
99441	Mellingen	Landkreis Weimarer Land	Thüringen
27249	Mellinghausen	Landkreis Diepholz	Niedersachsen
97638	Mellrichstadt	Landkreis Rhön-Grabfeld	Bayern
56581	Melsbach	Landkreis Neuwied	Rheinland-Pfalz
24109	Melsdorf	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
34212	Melsungen	Schwalm-Eder-Kreis	Hessen
17209	Melz	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
96117	Memmelsdorf	Landkreis Bamberg	Bayern
87700	Memmingen		Bayern
87766	Memmingerberg	Landkreis Unterallgäu	Bayern
58706	Menden	Märkischer Kreis	Nordrhein-Westfalen
58708	Menden	Märkischer Kreis	Nordrhein-Westfalen
58710	Menden	Märkischer Kreis	Nordrhein-Westfalen
56743	Mendig	Landkreis Mayen-Koblenz	Rheinland-Pfalz
88512	Mengen	Landkreis Sigmaringen	Baden-Württemberg
55490	Mengerschied	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
35794	Mengerskirchen	Landkreis Limburg-Weilburg	Hessen
84152	Mengkofen	Landkreis Dingolfing-Landau	Bayern
54310	Menningen	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
49637	Menslage	Landkreis Osnabrück	Niedersachsen
99976	Menteroda	Unstrut-Hainich-Kreis	Thüringen
99996	Menteroda	Unstrut-Hainich-Kreis	Thüringen
23923	Menzendorf	Landkreis Nordwestmecklenburg	Mecklenburg-Vorpommern
49716	Meppen	Landkreis Emsland	Niedersachsen
86504	Merching	Landkreis Aichach-Friedberg	Bayern
66589	Merchweiler	Landkreis Neunkirchen	Saarland
79291	Merdingen	Landkreis Breisgau-Hochschwarzwald	Baden-Württemberg
35799	Merenberg	Landkreis Limburg-Weilburg	Hessen
86415	Mering	Landkreis Aichach-Friedberg	Bayern
57629	Merkelbach	Westerwaldkreis	Rheinland-Pfalz
91732	Merkendorf	Landkreis Ansbach	Bayern
89188	Merklingen	Alb-Donau-Kreis	Baden-Württemberg
54597	Merlscheid	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
56283	Mermuth	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
54426	Merschbach	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
06217	Merseburg	Saalekreis	Sachsen-Anhalt
06618	Mertendorf	Burgenlandkreis	Sachsen-Anhalt
07619	Mertendorf	Saale-Holzland-Kreis	Thüringen
54318	Mertesdorf	Landkreis Trier-Saarburg	Rheinland-Pfalz
67271	Mertesheim	Landkreis Bad Dürkheim	Rheinland-Pfalz
86690	Mertingen	Landkreis Donau-Ries	Bayern
56753	Mertloch	Landkreis Mayen-Koblenz	Rheinland-Pfalz
55627	Merxheim	Landkreis Bad Kreuznach	Rheinland-Pfalz
66978	Merzalben	Landkreis Südwestpfalz	Rheinland-Pfalz
04932	Merzdorf	Landkreis Elbe-Elster	Brandenburg
49586	Merzen	Landkreis Osnabrück	Niedersachsen
52399	Merzenich	Kreis Düren	Nordrhein-Westfalen
79249	Merzhausen	Landkreis Breisgau-Hochschwarzwald	Baden-Württemberg
66663	Merzig	Landkreis Merzig-Wadern	Saarland
54439	Merzkirchen	Landkreis Trier-Saarburg	Rheinland-Pfalz
67746	Merzweiler	Landkreis Kusel	Rheinland-Pfalz
59872	Meschede	Hochsauerlandkreis	Nordrhein-Westfalen
16307	Mescherin	Landkreis Uckermark	Brandenburg
17498	Mesekenhagen	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
56820	Mesenich	Landkreis Cochem-Zell	Rheinland-Pfalz
63875	Mespelbrunn	Landkreis Aschaffenburg	Bayern
64409	Messel	Landkreis Darmstadt-Dieburg	Hessen
31867	Messenkamp	Landkreis Schaumburg	Niedersachsen
54636	Messerich	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
49832	Messingen	Landkreis Emsland	Niedersachsen
88605	Meßkirch	Landkreis Sigmaringen	Baden-Württemberg
72469	Meßstetten	Zollernalbkreis	Baden-Württemberg
19374	Mestlin	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
48629	Metelen	Kreis Steinfurt	Nordrhein-Westfalen
23972	Metelsdorf	Landkreis Nordwestmecklenburg	Mecklenburg-Vorpommern
94526	Metten	Landkreis Deggendorf	Bayern
54675	Mettendorf	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
84562	Mettenheim	Landkreis Mühldorf am Inn	Bayern
67582	Mettenheim	Landkreis Alzey-Worms	Rheinland-Pfalz
54634	Metterich	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
49497	Mettingen	Kreis Steinfurt	Nordrhein-Westfalen
66693	Mettlach	Landkreis Merzig-Wadern	Saarland
40822	Mettmann	Kreis Mettmann	Nordrhein-Westfalen
55777	Mettweiler	Landkreis Birkenfeld	Rheinland-Pfalz
55481	Metzenhausen	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
72555	Metzingen	Landkreis Reutlingen	Baden-Württemberg
56414	Meudt	Westerwaldkreis	Rheinland-Pfalz
98744	Meura	Landkreis Saalfeld-Rudolstadt	Thüringen
07646	Meusebach	Saale-Holzland-Kreis	Thüringen
04610	Meuselwitz	Landkreis Altenburger Land	Thüringen
53520	Meuspath	Landkreis Ahrweiler	Rheinland-Pfalz
16945	Meyenburg	Landkreis Prignitz	Brandenburg
24980	Meyn	Kreis Schleswig-Flensburg	Schleswig-Holstein
96247	Michelau in Oberfranken	Landkreis Lichtenfels	Bayern
97513	Michelau i.Steigerwald	Landkreis Schweinfurt	Bayern
57610	Michelbach	Landkreis Altenkirchen	Rheinland-Pfalz
56288	Michelbach	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
74544	Michelbach an der Bilz	Landkreis Schwäbisch Hall	Baden-Württemberg
74545	Michelfeld	Landkreis Schwäbisch Hall	Baden-Württemberg
93185	Michelsneukirchen	Landkreis Cham	Bayern
64720	Michelstadt	Odenwaldkreis	Hessen
14552	Michendorf	Landkreis Potsdam-Mittelmark	Brandenburg
86866	Mickhausen	Landkreis Augsburg	Bayern
25938	Midlum	Kreis Nordfriesland	Schleswig-Holstein
56357	Miehlen	Rhein-Lahn-Kreis	Rheinland-Pfalz
24247	Mielkendorf	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
56132	Miellen	Rhein-Lahn-Kreis	Rheinland-Pfalz
83714	Miesbach	Landkreis Miesbach	Bayern
07819	Miesitz	Saale-Orla-Kreis	Thüringen
88487	Mietingen	Landkreis Biberach	Baden-Württemberg
07751	Milda	Saale-Holzland-Kreis	Thüringen
09456	Mildenau	Erzgebirgskreis	Sachsen
25866	Mildstedt	Kreis Nordfriesland	Schleswig-Holstein
18461	Millienhagen-Oebelitz	Landkreis Vorpommern-Rügen	Mecklenburg-Vorpommern
17268	Milmersdorf	Landkreis Uckermark	Brandenburg
19294	Milow	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
19300	Milow	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
14715	Milower Land	Landkreis Havelland	Brandenburg
93468	Miltach	Landkreis Cham	Bayern
63897	Miltenberg	Landkreis Miltenberg	Bayern
87719	Mindelheim	Landkreis Unterallgäu	Bayern
93349	Mindelstetten	Landkreis Eichstätt	Bayern
32423	Minden	Kreis Minden-Lübbecke	Nordrhein-Westfalen
32425	Minden	Kreis Minden-Lübbecke	Nordrhein-Westfalen
32427	Minden	Kreis Minden-Lübbecke	Nordrhein-Westfalen
32429	Minden	Kreis Minden-Lübbecke	Nordrhein-Westfalen
54310	Minden	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
54518	Minderlittgen	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
76872	Minfeld	Landkreis Germersheim	Rheinland-Pfalz
54518	Minheim	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
93098	Mintraching	Landkreis Regensburg	Bayern
17252	Mirow	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
56377	Misselberg	Rhein-Lahn-Kreis	Rheinland-Pfalz
87547	Missen-Wilhams	Landkreis Oberallgäu	Bayern
95511	Mistelbach	Landkreis Bayreuth	Bayern
95490	Mistelgau	Landkreis Bayreuth	Bayern
18276	Mistorf	Landkreis Rostock	Mecklenburg-Vorpommern
24986	Mittelangeln	Kreis Schleswig-Flensburg	Schleswig-Holstein
88441	Mittelbiberach	Landkreis Biberach	Baden-Württemberg
66851	Mittelbrunn	Landkreis Kaiserslautern	Rheinland-Pfalz
91734	Mitteleschenbach	Landkreis Ansbach	Bayern
56370	Mittelfischbach	Rhein-Lahn-Kreis	Rheinland-Pfalz
02763	Mittelherwigsdorf	Landkreis Görlitz	Sachsen
57537	Mittelhof	Landkreis Altenkirchen	Rheinland-Pfalz
86868	Mittelneufnach	Landkreis Augsburg	Bayern
21720	Mittelnkirchen	Landkreis Stade	Niedersachsen
07819	Mittelpöllnitz	Saale-Orla-Kreis	Thüringen
55758	Mittelreidenbach	Landkreis Birkenfeld	Rheinland-Pfalz
97785	Mittelsinn	Landkreis Main-Spessart	Bayern
99955	Mittelsömmern	Unstrut-Hainich-Kreis	Thüringen
21770	Mittelstenahe	Landkreis Cuxhaven	Niedersachsen
82293	Mittelstetten	Landkreis Fürstenfeldbruck	Bayern
56858	Mittelstrimmig	Landkreis Cochem-Zell	Rheinland-Pfalz
35756	Mittenaar	Lahn-Dill-Kreis	Hessen
82481	Mittenwald	Landkreis Garmisch-Partenkirchen	Bayern
15749	Mittenwalde	Landkreis Dahme-Spreewald	Brandenburg
17268	Mittenwalde	Landkreis Uckermark	Brandenburg
94360	Mitterfels	Landkreis Straubing-Bogen	Bayern
84335	Mitterskirchen	Landkreis Rottal-Inn	Bayern
95666	Mitterteich	Landkreis Tirschenreuth	Bayern
09648	Mittweida	Landkreis Mittelsachsen	Sachsen
96268	Mitwitz	Landkreis Kronach	Bayern
15299	Mixdorf	Landkreis Oder-Spree	Brandenburg
39279	Möckern	Landkreis Jerichower Land	Sachsen-Anhalt
39291	Möckern	Landkreis Jerichower Land	Sachsen-Anhalt
07646	Möckern	Saale-Holzland-Kreis	Thüringen
74219	Möckmühl	Landkreis Heilbronn	Baden-Württemberg
04862	Mockrehna	Landkreis Nordsachsen	Sachsen
64397	Modautal	Landkreis Darmstadt-Dieburg	Hessen
89426	Mödingen	Landkreis Dillingen an der Donau	Bayern
47441	Moers	Kreis Wesel	Nordrhein-Westfalen
47443	Moers	Kreis Wesel	Nordrhein-Westfalen
47445	Moers	Kreis Wesel	Nordrhein-Westfalen
47447	Moers	Kreis Wesel	Nordrhein-Westfalen
56424	Mogendorf	Westerwaldkreis	Rheinland-Pfalz
73563	Mögglingen	Ostalbkreis	Baden-Württemberg
71696	Möglingen	Landkreis Ludwigsburg	Baden-Württemberg
07987	Mohlsdorf-Teichwolframsdorf	Landkreis Greiz	Thüringen
59519	Möhnesee	Kreis Soest	Nordrhein-Westfalen
21493	Möhnsen	Kreis Herzogtum Lauenburg	Schleswig-Holstein
91096	Möhrendorf	Landkreis Erlangen-Höchstadt	Bayern
24392	Mohrkirch	Kreis Schleswig-Flensburg	Schleswig-Holstein
24405	Mohrkirch	Kreis Schleswig-Flensburg	Schleswig-Holstein
24891	Mohrkirch	Kreis Schleswig-Flensburg	Schleswig-Holstein
21647	Moisburg	Landkreis Harburg	Niedersachsen
06618	Molauer Land	Burgenlandkreis	Sachsen-Anhalt
49696	Molbergen	Landkreis Cloppenburg	Niedersachsen
24113	Molfsee	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
17237	Möllenbeck	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
19300	Möllenbeck	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
17219	Möllenhagen	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
17091	Mölln	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
23879	Mölln	Kreis Herzogtum Lauenburg	Schleswig-Holstein
56414	Molsberg	Westerwaldkreis	Rheinland-Pfalz
99869	Molschleben	Landkreis Gotha	Thüringen
17449	Mölschow	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
67591	Mölsheim	Landkreis Alzey-Worms	Rheinland-Pfalz
17194	Moltzow	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
57520	Molzhain	Landkreis Altenkirchen	Rheinland-Pfalz
63776	Mömbris	Landkreis Aschaffenburg	Bayern
63853	Mömlingen	Landkreis Miltenberg	Bayern
55278	Mommenheim	Landkreis Mainz-Bingen	Rheinland-Pfalz
